,player,team,comp
0,A SASANK SRIVATS ,Andhra,col_c_k_nayudu
0,AKULA VIJAY ,Andhra,col_c_k_nayudu
0,B Yeswanth,Andhra,col_c_k_nayudu
0,BHARGAV NANDI,Andhra,col_c_k_nayudu
0,Dvs Sriram,Andhra,col_c_k_nayudu
0,E Dharani Kumar,Andhra,col_c_k_nayudu
0,G Sumith,Andhra,col_c_k_nayudu
0,Gsp Teja,Andhra,col_c_k_nayudu
0,Harsha Vardhan,Andhra,col_c_k_nayudu
0,K NIKHILESHWAR,Andhra,col_c_k_nayudu
0,K Nithish Kumar Reddy,Andhra,col_c_k_nayudu
0,K Revanth Reddy ,Andhra,col_c_k_nayudu
0,K S Raju,Andhra,col_c_k_nayudu
0,K S S Jayanth,Andhra,col_c_k_nayudu
0,M Abhinav,Andhra,col_c_k_nayudu
0,M Hemanth Reddy,Andhra,col_c_k_nayudu
0,M Lekhaz ,Andhra,col_c_k_nayudu
0,M Ravi Kiran,Andhra,col_c_k_nayudu
0,M V BHAVENDRA REDDY,Andhra,col_c_k_nayudu
0,Pasam Naveen,Andhra,col_c_k_nayudu
0,R Reddy Prakash,Andhra,col_c_k_nayudu
0,S Akhil,Andhra,col_c_k_nayudu
0,S K Ismail,Andhra,col_c_k_nayudu
0,S K Rasheed,Andhra,col_c_k_nayudu
0,S Venkata Rahul,Andhra,col_c_k_nayudu
0,Saketh Ram,Andhra,col_c_k_nayudu
0,Sdnv Prasad,Andhra,col_c_k_nayudu
0,Srikar,Andhra,col_c_k_nayudu
0,Subramanyam,Andhra,col_c_k_nayudu
0,T A Hemanth Kumar,Andhra,col_c_k_nayudu
0,Teja Reddy,Andhra,col_c_k_nayudu
0,Tripurana Vijay,Andhra,col_c_k_nayudu
0,Vasu,Andhra,col_c_k_nayudu
1,AAKASH RANA,Arunachal Pradesh,col_c_k_nayudu
1,ABHISHEK THAKUR,Arunachal Pradesh,col_c_k_nayudu
1,Agrem Yun,Arunachal Pradesh,col_c_k_nayudu
1,Aman Pisa,Arunachal Pradesh,col_c_k_nayudu
1,Amarjeet Sharma ,Arunachal Pradesh,col_c_k_nayudu
1,ANKIT,Arunachal Pradesh,col_c_k_nayudu
1,Ankit Gupta,Arunachal Pradesh,col_c_k_nayudu
1,ARJUN,Arunachal Pradesh,col_c_k_nayudu
1,Ayush Kumar Singh,Arunachal Pradesh,col_c_k_nayudu
1,B Chungya,Arunachal Pradesh,col_c_k_nayudu
1,B S Kakum,Arunachal Pradesh,col_c_k_nayudu
1,Dado Tachung,Arunachal Pradesh,col_c_k_nayudu
1,DEV PATHAK,Arunachal Pradesh,col_c_k_nayudu
1,Dodum,Arunachal Pradesh,col_c_k_nayudu
1,GAUTI ,Arunachal Pradesh,col_c_k_nayudu
1,Gepal,Arunachal Pradesh,col_c_k_nayudu
1,Gollo Aga,Arunachal Pradesh,col_c_k_nayudu
1,Harinath Kumar,Arunachal Pradesh,col_c_k_nayudu
1,Jatin Vashisht,Arunachal Pradesh,col_c_k_nayudu
1,Kenni,Arunachal Pradesh,col_c_k_nayudu
1,Leki Tsering,Arunachal Pradesh,col_c_k_nayudu
1,Likha Tayam,Arunachal Pradesh,col_c_k_nayudu
1,LUCKY FARMAN KHAN,Arunachal Pradesh,col_c_k_nayudu
1,Magung ,Arunachal Pradesh,col_c_k_nayudu
1,MANISH KUMAR,Arunachal Pradesh,col_c_k_nayudu
1,Mindu Tsering,Arunachal Pradesh,col_c_k_nayudu
1,Nabam Abo,Arunachal Pradesh,col_c_k_nayudu
1,Nabam India,Arunachal Pradesh,col_c_k_nayudu
1,Nabam Kama,Arunachal Pradesh,col_c_k_nayudu
1,Nabam Takar,Arunachal Pradesh,col_c_k_nayudu
1,Nabam Totu,Arunachal Pradesh,col_c_k_nayudu
1,Nara Weshi,Arunachal Pradesh,col_c_k_nayudu
1,Nich Mima,Arunachal Pradesh,col_c_k_nayudu
1,NIKHIL,Arunachal Pradesh,col_c_k_nayudu
1,PAWAN KUMAR,Arunachal Pradesh,col_c_k_nayudu
1,PIYUSH KUMAR,Arunachal Pradesh,col_c_k_nayudu
1,Prateek Chaubey,Arunachal Pradesh,col_c_k_nayudu
1,PRINCE KUMAR,Arunachal Pradesh,col_c_k_nayudu
1,Ram,Arunachal Pradesh,col_c_k_nayudu
1,Rebi,Arunachal Pradesh,col_c_k_nayudu
1,SANTOSH,Arunachal Pradesh,col_c_k_nayudu
1,SIMRAN,Arunachal Pradesh,col_c_k_nayudu
1,SRAJAN KUMAR,Arunachal Pradesh,col_c_k_nayudu
1,SUMIT,Arunachal Pradesh,col_c_k_nayudu
1,T Muri,Arunachal Pradesh,col_c_k_nayudu
1,T Sania,Arunachal Pradesh,col_c_k_nayudu
1,Tana James,Arunachal Pradesh,col_c_k_nayudu
1,Tarum,Arunachal Pradesh,col_c_k_nayudu
1,Taying Siyum,Arunachal Pradesh,col_c_k_nayudu
1,Techi Dol,Arunachal Pradesh,col_c_k_nayudu
1,Techi Tania Tara,Arunachal Pradesh,col_c_k_nayudu
1,Teli Rade ,Arunachal Pradesh,col_c_k_nayudu
1,Tik Lee,Arunachal Pradesh,col_c_k_nayudu
1,Tnc Tassar,Arunachal Pradesh,col_c_k_nayudu
1,TOTI,Arunachal Pradesh,col_c_k_nayudu
1,Tsering,Arunachal Pradesh,col_c_k_nayudu
1,UTTAM,Arunachal Pradesh,col_c_k_nayudu
1,VIBHANSHU,Arunachal Pradesh,col_c_k_nayudu
1,YOGESH KUMAR,Arunachal Pradesh,col_c_k_nayudu
2,Abdul Ajij Kuraishi,Assam,col_c_k_nayudu
2,Abhishek Gupta  ,Assam,col_c_k_nayudu
2,AKSHAY KUMAR DEKA,Assam,col_c_k_nayudu
2,Amlanjyoti Das,Assam,col_c_k_nayudu
2,Atlaf Alam,Assam,col_c_k_nayudu
2,Bhargab Pratim Lahkar,Assam,col_c_k_nayudu
2,Bishal Roy,Assam,col_c_k_nayudu
2,Bishal Saha,Assam,col_c_k_nayudu
2,CHINTU DEKA,Assam,col_c_k_nayudu
2,Debanshu Ghosh,Assam,col_c_k_nayudu
2,Dipjyoti Saikia,Assam,col_c_k_nayudu
2,Hrishikesh Borah,Assam,col_c_k_nayudu
2,Jay Borah,Assam,col_c_k_nayudu
2,Manjeet Deka,Assam,col_c_k_nayudu
2,Mayukh Hazarika,Assam,col_c_k_nayudu
2,Nibir Deka,Assam,col_c_k_nayudu
2,Nihar Deka,Assam,col_c_k_nayudu
2,Pradyun Saikia,Assam,col_c_k_nayudu
2,Praseer Changmai,Assam,col_c_k_nayudu
2,PRITISH RAHA ROY,Assam,col_c_k_nayudu
2,Rajesh Prasad,Assam,col_c_k_nayudu
2,Rangojyoti Kharghoria,Assam,col_c_k_nayudu
2,Reshabh Dipok,Assam,col_c_k_nayudu
2,Rituraj Biswas,Assam,col_c_k_nayudu
2,Rohan Hazarika,Assam,col_c_k_nayudu
2,Rohit Sen ,Assam,col_c_k_nayudu
2,Ronit Akhter,Assam,col_c_k_nayudu
2,Roshan Topno ,Assam,col_c_k_nayudu
2,Saurav Dey,Assam,col_c_k_nayudu
2,Saurav Mousum Dihingia,Assam,col_c_k_nayudu
2,Shraban Kr Khound ,Assam,col_c_k_nayudu
2,Shubham Kr Gupta,Assam,col_c_k_nayudu
2,Sourav Saha,Assam,col_c_k_nayudu
2,Sumit Kashyap,Assam,col_c_k_nayudu
2,SWARAJ BORAH,Assam,col_c_k_nayudu
2,Vastav Basumatary,Assam,col_c_k_nayudu
2,Ziyad Zaman,Assam,col_c_k_nayudu
3,A D Patel,Baroda,col_c_k_nayudu
3,ANADI PRATAP SINGH,Baroda,col_c_k_nayudu
3,ARYAN CHAVDA,Baroda,col_c_k_nayudu
3,Aum Thakkar,Baroda,col_c_k_nayudu
3,Bhaskar Tungare,Baroda,col_c_k_nayudu
3,Bhavishya Bhavesh Patel,Baroda,col_c_k_nayudu
3,CHIRAG WAGH,Baroda,col_c_k_nayudu
3,Deep,Baroda,col_c_k_nayudu
3,Deep H Patel,Baroda,col_c_k_nayudu
3,Dhruv N Patel,Baroda,col_c_k_nayudu
3,Dhruv Patel ,Baroda,col_c_k_nayudu
3,Dhruva Rajesh Bhatti ,Baroda,col_c_k_nayudu
3,Harsh Desai,Baroda,col_c_k_nayudu
3,HARSH SANDILEA,Baroda,col_c_k_nayudu
3,HARSHIT M,Baroda,col_c_k_nayudu
3,Henil Patel,Baroda,col_c_k_nayudu
3,HITANSHU OAD,Baroda,col_c_k_nayudu
3,Hrushikesh Rakhe,Baroda,col_c_k_nayudu
3,IRFAN SHAIKH,Baroda,col_c_k_nayudu
3,Jadav Rajvirsinh,Baroda,col_c_k_nayudu
3,Jay Chavda,Baroda,col_c_k_nayudu
3,Karan Umatt,Baroda,col_c_k_nayudu
3,Kevin Chaitania,Baroda,col_c_k_nayudu
3,KEVIN MEHTA,Baroda,col_c_k_nayudu
3,Keyur Kale,Baroda,col_c_k_nayudu
3,Kuldeep Chouhan,Baroda,col_c_k_nayudu
3,Lakshyajeet P,Baroda,col_c_k_nayudu
3,Mahesh Pithiya,Baroda,col_c_k_nayudu
3,Manav Bedekar,Baroda,col_c_k_nayudu
3,Mann Naik,Baroda,col_c_k_nayudu
3,Mit Mangukiya,Baroda,col_c_k_nayudu
3,Narayan Kartikey,Baroda,col_c_k_nayudu
3,NATHA SHEHBAJ,Baroda,col_c_k_nayudu
3,P Patidar,Baroda,col_c_k_nayudu
3,Priyanshu Moliya,Baroda,col_c_k_nayudu
3,Rachesh Kessur,Baroda,col_c_k_nayudu
3,Raj Limbani,Baroda,col_c_k_nayudu
3,Rushikesh Jadhav,Baroda,col_c_k_nayudu
3,Shailendra Yadav,Baroda,col_c_k_nayudu
3,Shashank Bhatnagar,Baroda,col_c_k_nayudu
3,SVJOUNJAT,Baroda,col_c_k_nayudu
3,Tasmay Bedade,Baroda,col_c_k_nayudu
3,UTSAV CHAUDHARY ,Baroda,col_c_k_nayudu
3,Utsavraj Chudasma,Baroda,col_c_k_nayudu
3,Vaibhav H B,Baroda,col_c_k_nayudu
3,VISHV CHAUDHARI ,Baroda,col_c_k_nayudu
4,Aditya Kumar Giri,Bengal,col_c_k_nayudu
4,Ajoyendra Mukherjee ,Bengal,col_c_k_nayudu
4,Ali Ahmed,Bengal,col_c_k_nayudu
4,Amanjyot,Bengal,col_c_k_nayudu
4,Anas,Bengal,col_c_k_nayudu
4,Aniket Biswas,Bengal,col_c_k_nayudu
4,Anish Biswas,Bengal,col_c_k_nayudu
4,ANISH DUTTA,Bengal,col_c_k_nayudu
4,ANISH PRASAD,Bengal,col_c_k_nayudu
4,Anuj Kumar Singh ,Bengal,col_c_k_nayudu
4,Argha Sengupta,Bengal,col_c_k_nayudu
4,Dilshad Khan,Bengal,col_c_k_nayudu
4,H D Gautam,Bengal,col_c_k_nayudu
4,Jahir Ahammed,Bengal,col_c_k_nayudu
4,MD Shoeb Khan,Bengal,col_c_k_nayudu
4,Milind Mondal,Bengal,col_c_k_nayudu
4,NARAYAN RANA,Bengal,col_c_k_nayudu
4,NURUDDIN MONDAL,Bengal,col_c_k_nayudu
4,Parmit Singh,Bengal,col_c_k_nayudu
4,Prayas Ray Barman,Bengal,col_c_k_nayudu
4,Priyanshu Patel,Bengal,col_c_k_nayudu
4,Rahul Chowdhary,Bengal,col_c_k_nayudu
4,Rahul Prasad,Bengal,col_c_k_nayudu
4,Ravi Kumar,Bengal,col_c_k_nayudu
4,Rishabh Chaudhary,Bengal,col_c_k_nayudu
4,Rohit Kumar,Bengal,col_c_k_nayudu
4,Rohit Ram,Bengal,col_c_k_nayudu
4,Ronit Deb ,Bengal,col_c_k_nayudu
4,Sagen Murmu,Bengal,col_c_k_nayudu
4,Sahitya Hazra,Bengal,col_c_k_nayudu
4,Salman Ahmed,Bengal,col_c_k_nayudu
4,Sayan Dey,Bengal,col_c_k_nayudu
4,Sayed Irfan Aftab,Bengal,col_c_k_nayudu
4,SOMEN MAHANTI ,Bengal,col_c_k_nayudu
4,Soumyajyoti,Bengal,col_c_k_nayudu
4,Soutrik Das,Bengal,col_c_k_nayudu
4,Subham Singh,Bengal,col_c_k_nayudu
4,Sukhmeet Singh,Bengal,col_c_k_nayudu
4,Sumit Nag ,Bengal,col_c_k_nayudu
4,Vishal Kumar Roy,Bengal,col_c_k_nayudu
4,VISHVAJEET MISHRA,Bengal,col_c_k_nayudu
4,YUVRAJ GUPTA,Bengal,col_c_k_nayudu
5,Abhishek Anand,Bihar,col_c_k_nayudu
5,Abhishek Babu,Bihar,col_c_k_nayudu
5,Abhishek Kumar,Bihar,col_c_k_nayudu
5,Abhishek Kumar ,Bihar,col_c_k_nayudu
5,ADARSH LAL,Bihar,col_c_k_nayudu
5,ADARSH PANDEY,Bihar,col_c_k_nayudu
5,Aditya,Bihar,col_c_k_nayudu
5,ADITYA,Bihar,col_c_k_nayudu
5,Aditya Kumar,Bihar,col_c_k_nayudu
5,Aditya Shivam,Bihar,col_c_k_nayudu
5,Aditya Soni,Bihar,col_c_k_nayudu
5,Akash Varma,Bihar,col_c_k_nayudu
5,Altamish,Bihar,col_c_k_nayudu
5,AMIR MASUD,Bihar,col_c_k_nayudu
5,AMIT KUMAR,Bihar,col_c_k_nayudu
5,Amit Satyam ,Bihar,col_c_k_nayudu
5,Animesh Kumar,Bihar,col_c_k_nayudu
5,ANKIT KR SINGH,Bihar,col_c_k_nayudu
5,Ankit Raj,Bihar,col_c_k_nayudu
5,Ankush,Bihar,col_c_k_nayudu
5,Anup Kumar,Bihar,col_c_k_nayudu
5,Arnav Kishor,Bihar,col_c_k_nayudu
5,Arunesh Kumar,Bihar,col_c_k_nayudu
5,Aryan Raj,Bihar,col_c_k_nayudu
5,Asif Iqubal,Bihar,col_c_k_nayudu
5,Badal Kanaujia,Bihar,col_c_k_nayudu
5,Bhaswan,Bihar,col_c_k_nayudu
5,CHANDAN PANDEY,Bihar,col_c_k_nayudu
5,Chandan Yadav,Bihar,col_c_k_nayudu
5,Deepak,Bihar,col_c_k_nayudu
5,Dhanesh A Chauhan,Bihar,col_c_k_nayudu
5,Harsh Nanda,Bihar,col_c_k_nayudu
5,Harsh Raj Puru,Bihar,col_c_k_nayudu
5,Harshit  ,Bihar,col_c_k_nayudu
5,HIMANSHU TIWARI,Bihar,col_c_k_nayudu
5,Kanishk Kaustabh,Bihar,col_c_k_nayudu
5,Kumar Shrey,Bihar,col_c_k_nayudu
5,Kunal Kumar,Bihar,col_c_k_nayudu
5,Manish Kumar,Bihar,col_c_k_nayudu
5,Mayank Kumar,Bihar,col_c_k_nayudu
5,MD Izhar,Bihar,col_c_k_nayudu
5,MD PARWEZ ALAM,Bihar,col_c_k_nayudu
5,MD YAQUB,Bihar,col_c_k_nayudu
5,Naman Gaurav,Bihar,col_c_k_nayudu
5,Nishant Kumar Singh,Bihar,col_c_k_nayudu
5,Pawan Rai,Bihar,col_c_k_nayudu
5,PRASHANT KUMAR,Bihar,col_c_k_nayudu
5,Prashant Kumar,Bihar,col_c_k_nayudu
5,Prince Singh,Bihar,col_c_k_nayudu
5,Rahul Kumar,Bihar,col_c_k_nayudu
5,Raj,Bihar,col_c_k_nayudu
5,Ranjan Raj ,Bihar,col_c_k_nayudu
5,Ravi Singh,Bihar,col_c_k_nayudu
5,RISHAV GUPTA,Bihar,col_c_k_nayudu
5,Rohit,Bihar,col_c_k_nayudu
5,ROUSHAN KUMAR,Bihar,col_c_k_nayudu
5,SADIQUE RAZA,Bihar,col_c_k_nayudu
5,Sahid,Bihar,col_c_k_nayudu
5,Samarjit,Bihar,col_c_k_nayudu
5,Shashank Upadhyay ,Bihar,col_c_k_nayudu
5,Shivam Kumar,Bihar,col_c_k_nayudu
5,Shivam Kumar,Bihar,col_c_k_nayudu
5,Shlok,Bihar,col_c_k_nayudu
5,SURAJ,Bihar,col_c_k_nayudu
5,Suraj Kashyap,Bihar,col_c_k_nayudu
5,SURAJ VIJAY,Bihar,col_c_k_nayudu
5,Tarun Kumar Singh,Bihar,col_c_k_nayudu
5,Ujjwal Kumar,Bihar,col_c_k_nayudu
5,Utkarsh Singh,Bihar,col_c_k_nayudu
5,VEER ABHIMANYU,Bihar,col_c_k_nayudu
5,VISHAL KUMAR,Bihar,col_c_k_nayudu
5,Yashraj,Bihar,col_c_k_nayudu
5,YUSUF NADEEM,Bihar,col_c_k_nayudu
6,Aarush Bhandari ,Chandigarh,col_c_k_nayudu
6,Aayush Shukla,Chandigarh,col_c_k_nayudu
6,Ajai Jain,Chandigarh,col_c_k_nayudu
6,Akshit Rana  ,Chandigarh,col_c_k_nayudu
6,Aman Garg,Chandigarh,col_c_k_nayudu
6,Anmol Sharma,Chandigarh,col_c_k_nayudu
6,Arbab Iqbal,Chandigarh,col_c_k_nayudu
6,Arjun V Sharma,Chandigarh,col_c_k_nayudu
6,Armaan Jakhar,Chandigarh,col_c_k_nayudu
6,Arnav Bansal,Chandigarh,col_c_k_nayudu
6,Aryan Duggal,Chandigarh,col_c_k_nayudu
6,AVIRAJ SINGH GILL,Chandigarh,col_c_k_nayudu
6,Chaitanya Sharma,Chandigarh,col_c_k_nayudu
6,Devang Kaushik ,Chandigarh,col_c_k_nayudu
6,Dhananjay Sharma,Chandigarh,col_c_k_nayudu
6,Dhanda,Chandigarh,col_c_k_nayudu
6,Dipender Kush,Chandigarh,col_c_k_nayudu
6,Dushyant,Chandigarh,col_c_k_nayudu
6,Gagan Verma ,Chandigarh,col_c_k_nayudu
6,Gauravdeep Singh Gill,Chandigarh,col_c_k_nayudu
6,Gurneet Singh,Chandigarh,col_c_k_nayudu
6,GURTAJ SINGH BAINS,Chandigarh,col_c_k_nayudu
6,Harish,Chandigarh,col_c_k_nayudu
6,Harman,Chandigarh,col_c_k_nayudu
6,Harshit,Chandigarh,col_c_k_nayudu
6,Ishmit,Chandigarh,col_c_k_nayudu
6,Ivraj Ranauta,Chandigarh,col_c_k_nayudu
6,Jagjeet Singh,Chandigarh,col_c_k_nayudu
6,Jashan Pannu,Chandigarh,col_c_k_nayudu
6,JASHANJOT SUDAN,Chandigarh,col_c_k_nayudu
6,Jaskirat Singh Mehra,Chandigarh,col_c_k_nayudu
6,KANISHK,Chandigarh,col_c_k_nayudu
6,Karan Sharma,Chandigarh,col_c_k_nayudu
6,Manav Malik,Chandigarh,col_c_k_nayudu
6,Mohd Ashad,Chandigarh,col_c_k_nayudu
6,Neel,Chandigarh,col_c_k_nayudu
6,Nikhil,Chandigarh,col_c_k_nayudu
6,Paras,Chandigarh,col_c_k_nayudu
6,Prashant Ahlawat ,Chandigarh,col_c_k_nayudu
6,Pratham Sodhi,Chandigarh,col_c_k_nayudu
6,RIPUDAMAN SINGH GODHAN,Chandigarh,col_c_k_nayudu
6,Rishab Rizvi,Chandigarh,col_c_k_nayudu
6,Sahil Kumar,Chandigarh,col_c_k_nayudu
6,Samardeep,Chandigarh,col_c_k_nayudu
6,Sarthak Sharan,Chandigarh,col_c_k_nayudu
6,Sehbaaz Singh,Chandigarh,col_c_k_nayudu
6,Shubham,Chandigarh,col_c_k_nayudu
6,Sohail,Chandigarh,col_c_k_nayudu
6,SOMIT,Chandigarh,col_c_k_nayudu
6,Surya Narayan Yadav,Chandigarh,col_c_k_nayudu
6,Tejasveer Saraon,Chandigarh,col_c_k_nayudu
6,Tejveer,Chandigarh,col_c_k_nayudu
6,Yuvraj Rai,Chandigarh,col_c_k_nayudu
7,Aayush Singh Thakur,Chhattisgarh,col_c_k_nayudu
7,Abdul Anas Khan,Chhattisgarh,col_c_k_nayudu
7,Abhijeet Tah,Chhattisgarh,col_c_k_nayudu
7,Ambrish Kumar Singh,Chhattisgarh,col_c_k_nayudu
7,Anurag Mishra,Chhattisgarh,col_c_k_nayudu
7,Anurag Sahu,Chhattisgarh,col_c_k_nayudu
7,Arin Dwivedi,Chhattisgarh,col_c_k_nayudu
7,Ashish Kumar Dahariya,Chhattisgarh,col_c_k_nayudu
7,Ayush Pandey,Chhattisgarh,col_c_k_nayudu
7,Bharat Gondwani,Chhattisgarh,col_c_k_nayudu
7,DARVANSH SINGH BHUPPAL,Chhattisgarh,col_c_k_nayudu
7,Deepak Singh,Chhattisgarh,col_c_k_nayudu
7,Deepak Yadav,Chhattisgarh,col_c_k_nayudu
7,Dev Aditya Singh,Chhattisgarh,col_c_k_nayudu
7,Gaurav Chaturvedi,Chhattisgarh,col_c_k_nayudu
7,HARSH KUMAR,Chhattisgarh,col_c_k_nayudu
7,HARSH RATHORE,Chhattisgarh,col_c_k_nayudu
7,Harsh Sahu ,Chhattisgarh,col_c_k_nayudu
7,Jitesh Kumar Verma,Chhattisgarh,col_c_k_nayudu
7,Kivnoor Singh,Chhattisgarh,col_c_k_nayudu
7,Manish Ray,Chhattisgarh,col_c_k_nayudu
7,Manraj Singh Dhillon,Chhattisgarh,col_c_k_nayudu
7,Mayank Verma ,Chhattisgarh,col_c_k_nayudu
7,Mayank Yadav,Chhattisgarh,col_c_k_nayudu
7,MO Ishhak Khan,Chhattisgarh,col_c_k_nayudu
7,Nikhil Kanoriya ,Chhattisgarh,col_c_k_nayudu
7,Prabhash Shukla,Chhattisgarh,col_c_k_nayudu
7,Prabhat Anand,Chhattisgarh,col_c_k_nayudu
7,Prashant Sai Painkra,Chhattisgarh,col_c_k_nayudu
7,Pratham Singh Thakur ,Chhattisgarh,col_c_k_nayudu
7,RAHUL PRADHAN ,Chhattisgarh,col_c_k_nayudu
7,Samarpit Thakur,Chhattisgarh,col_c_k_nayudu
7,Satyam Dubey,Chhattisgarh,col_c_k_nayudu
7,Shashwat Sharda,Chhattisgarh,col_c_k_nayudu
7,Shobhit Sharma,Chhattisgarh,col_c_k_nayudu
7,SUMIT AGRAWAL,Chhattisgarh,col_c_k_nayudu
7,Sunny Pandey,Chhattisgarh,col_c_k_nayudu
7,T Advaith,Chhattisgarh,col_c_k_nayudu
7,Tanmay Sharma,Chhattisgarh,col_c_k_nayudu
7,Varun Singh Bhuie,Chhattisgarh,col_c_k_nayudu
7,Vasudev Bareth,Chhattisgarh,col_c_k_nayudu
7,Vijay Yadav,Chhattisgarh,col_c_k_nayudu
8,Aatrey,Delhi,col_c_k_nayudu
8,Aayush Singh,Delhi,col_c_k_nayudu
8,Agrim Sharma,Delhi,col_c_k_nayudu
8,AKHIL CHAUDHARY,Delhi,col_c_k_nayudu
8,Akshay Kapoor,Delhi,col_c_k_nayudu
8,Aman Bharti,Delhi,col_c_k_nayudu
8,Anant Sareen,Delhi,col_c_k_nayudu
8,Ankit Rajesh Kumar,Delhi,col_c_k_nayudu
8,Arpit Rana,Delhi,col_c_k_nayudu
8,Aryan Dalal,Delhi,col_c_k_nayudu
8,Ayush Doseja,Delhi,col_c_k_nayudu
8,Dev Lakra,Delhi,col_c_k_nayudu
8,DHAIRYA SINGH,Delhi,col_c_k_nayudu
8,Dhruv Chauhan,Delhi,col_c_k_nayudu
8,Divij Mehra,Delhi,col_c_k_nayudu
8,Gaurav Mehra,Delhi,col_c_k_nayudu
